,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Race - Ethnicity,Sex,Level of Supervision,Recidivism - Prison Admission
19798,2.0,2.0,2.3,7,1,6.0,0
19799,2.0,2.0,2.1,8,0,5.0,1
19800,10.0,3.0,3.3,8,0,5.0,1
19801,1.0,3.0,3.1,8,1,5.0,1
19802,10.0,1.0,1.4,8,1,5.0,1
19803,2.0,2.0,2.3,8,1,5.0,1
19804,2.0,1.0,1.1,8,1,5.0,1
19805,2.0,2.0,2.5,8,1,5.0,1
19806,2.0,4.0,4.1,8,1,5.0,1
19807,2.0,1.0,1.1,8,1,5.0,1
19808,2.0,4.0,4.1,8,1,5.0,1
19809,5.0,3.0,3.2,8,1,5.0,1
19810,1.0,2.0,2.3,8,1,5.0,1
19811,1.0,3.0,3.1,8,1,5.0,1
19812,2.0,4.0,4.1,8,1,5.0,1
19813,5.0,4.0,4.1,8,1,5.0,1
19814,1.0,2.0,2.2,8,1,5.0,1
19815,5.0,2.0,2.3,8,1,5.0,1
19816,5.0,1.0,1.3,8,0,5.0,1
19817,2.0,4.0,4.1,8,1,5.0,1
19818,0.1,2.0,2.2,8,1,5.0,1
19819,2.0,1.0,1.2,8,0,5.0,1
19820,1.0,4.0,4.1,8,1,5.0,1
19821,5.0,4.0,4.1,8,1,5.0,1
19822,2.0,2.0,2.3,8,0,5.0,1
19823,2.0,1.0,1.3,8,0,5.0,1
19824,1.0,2.0,2.3,8,1,5.0,1
19825,2.0,3.0,3.1,8,1,5.0,1
19826,2.0,2.0,2.3,8,0,5.0,1
19827,2.0,2.0,2.3,8,0,5.0,1
19828,1.0,4.0,4.1,8,1,5.0,1
19829,5.0,1.0,1.3,8,1,5.0,1
19830,2.0,1.0,1.1,8,0,5.0,1
19831,5.0,1.0,1.3,8,0,5.0,1
19832,1.0,3.0,3.1,8,1,2.0,1
19833,2.0,1.0,1.2,8,1,2.0,1
19834,1.0,2.0,2.3,8,1,2.0,1
19835,0.1,1.0,1.1,8,1,2.0,1
19836,1.0,2.0,2.3,8,1,2.0,1
19837,1.0,1.0,1.1,8,1,4.0,1
19838,1.0,2.0,2.3,8,1,4.0,1
19839,1.0,2.0,2.3,8,1,4.0,1
19840,1.0,2.0,2.3,8,1,4.0,1
19841,2.0,1.0,1.4,8,1,4.0,1
19842,1.0,1.0,1.4,8,1,4.0,1
19843,2.0,1.0,1.2,8,1,4.0,1
19844,2.0,1.0,1.2,8,1,4.0,1
19845,2.0,1.0,1.2,8,1,3.0,1
19846,2.0,3.0,3.1,8,1,3.0,1
19847,5.0,1.0,1.2,8,1,3.0,1
19848,1.0,2.0,2.3,8,1,3.0,1
19849,1.0,2.0,2.3,8,1,3.0,1
19850,10.0,3.0,3.2,8,1,3.0,1
19851,5.0,1.0,1.2,8,1,1.0,1
19852,2.0,4.0,4.1,8,1,1.0,1
19853,1.0,1.0,1.1,8,1,1.0,1
19854,2.0,4.0,4.1,8,1,1.0,1
19855,1.0,4.0,4.1,8,1,1.0,1
19856,10.0,1.0,1.2,8,0,1.0,1
19857,5.0,1.0,1.2,8,1,0.0,1
19858,2.0,2.0,2.5,8,1,0.0,1
19859,2.0,4.0,4.1,8,1,0.0,1
19860,5.0,4.0,4.2,8,1,0.0,1
19861,2.0,2.0,2.3,8,1,0.0,1
19862,5.0,1.0,1.2,8,1,0.0,1
19863,2.0,1.0,1.2,8,1,0.0,1
19864,2.0,1.0,1.2,8,1,0.0,1
19865,5.0,2.0,2.5,8,1,0.0,1
19866,10.0,1.0,1.1,8,1,0.0,1
19867,5.0,1.0,1.4,8,1,0.0,1
19868,2.0,2.0,2.1,8,1,0.0,1
19869,1.0,4.0,4.1,8,0,0.0,1
19870,1.0,4.0,4.2,8,1,0.0,1
19871,2.0,4.0,4.2,8,1,0.0,1
19872,2.0,2.0,2.2,8,1,0.0,1
19873,2.0,3.0,3.1,8,1,0.0,1
19874,10.0,3.0,3.2,8,1,7.0,1
19875,2.0,2.0,2.3,8,1,7.0,1
19876,5.0,1.0,1.2,8,1,7.0,1
19877,2.0,1.0,1.1,8,1,7.0,1
19878,1.0,1.0,1.1,8,1,7.0,1
19879,10.0,1.0,1.2,8,1,7.0,1
19880,2.0,4.0,4.1,8,1,7.0,1
19881,5.0,1.0,1.2,8,1,7.0,1
19882,2.0,1.0,1.1,8,1,7.0,1
19883,2.0,2.0,2.1,8,1,7.0,1
19884,2.0,3.0,3.1,8,1,7.0,1
19885,5.0,1.0,1.1,8,0,7.0,1
19886,1.0,3.0,3.1,8,1,7.0,1
19887,10.0,1.0,1.1,8,1,7.0,1
19888,1.0,2.0,2.2,8,1,7.0,1
19889,5.0,1.0,1.3,8,1,7.0,1
19890,5.0,1.0,1.1,8,0,7.0,1
19891,2.0,4.0,4.1,8,1,7.0,1
19892,1.0,4.0,4.1,8,1,7.0,1
19893,5.0,1.0,1.2,8,1,7.0,1
19894,0.1,4.0,4.1,8,1,7.0,1
19895,2.0,1.0,1.1,8,0,7.0,1
19896,1.0,4.0,4.1,8,1,7.0,1
19897,5.0,2.0,2.7,8,0,7.0,1
19898,5.0,4.0,4.1,8,1,7.0,1
19899,10.0,1.0,1.1,8,1,7.0,1
19900,5.0,1.0,1.2,8,0,7.0,1
19901,2.0,4.0,4.1,8,1,7.0,1
19902,2.0,3.0,3.2,8,1,7.0,1
19903,1.0,4.0,4.1,8,1,7.0,1
19904,10.0,1.0,1.2,8,1,7.0,1
19905,2.0,2.0,2.1,8,1,7.0,1
19906,2.0,4.0,4.1,8,1,7.0,1
19907,2.0,2.0,2.3,8,1,7.0,1
19908,5.0,3.0,3.3,8,1,7.0,1
19909,2.0,4.0,4.2,8,1,7.0,1
19910,1.0,2.0,2.3,8,1,7.0,1
19911,2.0,4.0,4.1,8,1,7.0,1
19912,5.0,3.0,3.2,8,1,7.0,1
19913,2.0,1.0,1.4,8,1,7.0,1
19914,5.0,1.0,1.2,8,1,7.0,1
19915,2.0,1.0,1.4,8,1,7.0,1
19916,5.0,3.0,3.2,8,1,7.0,1
19917,5.0,1.0,1.2,8,1,7.0,1
19918,2.0,2.0,2.3,8,1,7.0,1
19919,2.0,4.0,4.1,8,1,7.0,1
19920,1.0,2.0,2.2,8,1,7.0,1
19921,1.0,2.0,2.3,8,1,7.0,1
19922,2.0,1.0,1.1,8,1,7.0,1
19923,5.0,3.0,3.2,8,1,7.0,1
19924,2.0,1.0,1.3,8,1,7.0,1
19925,1.0,1.0,1.1,8,1,7.0,1
19926,10.0,1.0,1.2,8,1,7.0,1
19927,1.0,4.0,4.1,8,1,7.0,1
19928,5.0,1.0,1.3,8,0,7.0,1
19929,5.0,1.0,1.2,8,1,7.0,1
19930,10.0,3.0,3.2,8,0,7.0,1
19931,2.0,2.0,2.2,8,1,7.0,1
19932,2.0,1.0,1.2,8,1,7.0,1
19933,2.0,3.0,3.1,8,1,7.0,1
19934,2.0,4.0,4.3,8,1,7.0,1
19935,5.0,1.0,1.6,8,1,7.0,1
19936,5.0,3.0,3.2,8,1,7.0,1
19937,5.0,1.0,1.2,8,0,7.0,1
19938,5.0,3.0,3.1,8,0,7.0,1
19939,2.0,1.0,1.1,8,0,7.0,1
19940,2.0,4.0,4.1,8,1,5.0,1
19941,5.0,1.0,1.3,8,0,7.0,1
19942,2.0,3.0,3.1,8,1,7.0,1
19943,1.0,4.0,4.1,8,1,7.0,1
19944,2.0,2.0,2.2,8,1,7.0,1
19945,1.0,1.0,1.4,8,1,7.0,1
19946,5.0,2.0,2.3,8,1,7.0,1
19947,5.0,1.0,1.2,8,0,7.0,1
19948,2.0,2.0,2.3,8,1,7.0,1
19949,5.0,1.0,1.2,8,1,7.0,1
19950,5.0,2.0,2.6,8,1,7.0,1
19951,2.0,2.0,2.3,8,1,7.0,1
19952,2.0,2.0,2.3,8,0,7.0,1
19953,2.0,2.0,2.1,8,0,7.0,1
19954,5.0,1.0,1.1,8,1,7.0,1
19955,5.0,3.0,3.2,8,1,7.0,1
19956,1.0,4.0,4.1,8,1,7.0,1
19957,2.0,1.0,1.1,8,0,7.0,1
19958,5.0,3.0,3.2,8,1,7.0,1
19959,10.0,1.0,1.6,8,1,7.0,1
19960,10.0,3.0,3.2,8,0,7.0,1
19961,5.0,1.0,1.2,8,1,7.0,1
19962,5.0,1.0,1.2,8,1,7.0,1
19963,2.0,4.0,4.1,8,1,7.0,1
19964,5.0,2.0,2.1,8,0,7.0,1
19965,2.0,2.0,2.2,8,1,7.0,1
19966,1.0,4.0,4.1,8,1,7.0,1
19967,2.0,2.0,2.1,8,1,7.0,1
19968,2.0,4.0,4.1,8,1,7.0,1
19969,10.0,3.0,3.2,8,0,7.0,1
19970,2.0,2.0,2.2,8,1,7.0,1
19971,10.0,1.0,1.2,8,1,7.0,1
19972,2.0,4.0,4.1,8,1,5.0,1
19973,2.0,2.0,2.6,8,1,7.0,1
19974,2.0,1.0,1.4,8,1,7.0,1
19975,2.0,2.0,2.1,8,1,7.0,1
19976,2.0,2.0,2.3,8,1,7.0,1
19977,10.0,3.0,3.2,8,1,7.0,1
19978,5.0,1.0,1.1,8,0,7.0,1
19979,2.0,1.0,1.1,8,1,7.0,1
19980,5.0,1.0,1.1,8,0,7.0,1
19981,2.0,2.0,2.2,8,1,7.0,1
19982,2.0,1.0,1.3,8,0,7.0,1
19983,2.0,1.0,1.1,8,0,7.0,1
19984,2.0,2.0,2.1,8,1,7.0,1
19985,2.0,2.0,2.1,8,1,7.0,1
19986,10.0,1.0,1.6,8,1,7.0,1
19987,2.0,2.0,2.2,8,1,7.0,1
19988,5.0,1.0,1.3,8,0,7.0,1
19989,1.0,4.0,4.1,8,1,7.0,1
19990,1.0,2.0,2.2,8,1,7.0,1
19991,5.0,1.0,1.3,8,1,7.0,1
19992,1.0,2.0,2.3,8,1,7.0,1
19993,5.0,3.0,3.2,8,1,7.0,1
19994,1.0,4.0,4.1,8,1,7.0,1
19995,2.0,2.0,2.5,8,1,7.0,1
19996,5.0,4.0,4.2,8,1,7.0,1
19997,10.0,4.0,4.2,8,1,7.0,1
19998,2.0,1.0,1.4,8,1,7.0,1
19999,2.0,2.0,2.3,8,1,7.0,1
20000,5.0,1.0,1.3,8,0,7.0,1
20001,2.0,3.0,3.1,8,1,7.0,1
20002,2.0,4.0,4.1,8,1,7.0,1
20003,5.0,1.0,1.1,8,1,7.0,1
20004,2.0,4.0,4.1,8,1,7.0,1
20005,5.0,3.0,3.2,8,1,7.0,1
20006,2.0,4.0,4.3,8,0,7.0,1
20007,2.0,4.0,4.1,8,1,7.0,1
20008,5.0,4.0,4.1,8,1,7.0,1
20009,2.0,4.0,4.1,8,1,7.0,1
20010,5.0,3.0,3.1,8,1,7.0,1
20011,5.0,1.0,1.2,8,1,7.0,1
20012,5.0,1.0,1.2,8,1,7.0,1
20013,2.0,1.0,1.1,8,1,7.0,1
20014,5.0,1.0,1.1,8,0,7.0,1
20015,2.0,1.0,1.1,8,1,7.0,1
20016,1.0,2.0,2.1,8,1,7.0,1
20017,2.0,1.0,1.2,8,1,7.0,1
20018,5.0,1.0,1.2,8,0,7.0,1
20019,2.0,1.0,1.4,8,0,7.0,1
20020,2.0,2.0,2.2,8,1,7.0,1
20021,5.0,2.0,2.1,8,1,7.0,1
20022,5.0,4.0,4.1,8,1,7.0,1
20023,2.0,4.0,4.1,8,1,7.0,1
20024,5.0,1.0,1.2,8,1,7.0,1
20025,5.0,1.0,1.3,8,1,7.0,1
20026,1.0,3.0,3.3,8,1,7.0,1
20027,5.0,1.0,1.2,8,1,7.0,1
20028,2.0,2.0,2.2,8,1,7.0,1
20029,5.0,1.0,1.1,8,1,7.0,1
20030,2.0,4.0,4.1,8,1,7.0,1
20031,5.0,2.0,2.6,8,1,7.0,1
20032,2.0,1.0,1.1,8,0,7.0,1
20033,5.0,1.0,1.2,8,1,7.0,1
20034,5.0,3.0,3.1,8,1,7.0,1
20035,5.0,1.0,1.2,8,1,7.0,1
20036,2.0,2.0,2.3,8,1,7.0,1
20037,1.0,4.0,4.1,8,1,7.0,1
20038,2.0,2.0,2.6,8,1,7.0,1
20039,2.0,1.0,1.1,8,0,7.0,1
20040,5.0,3.0,3.1,8,1,7.0,1
20041,2.0,4.0,4.1,8,1,7.0,1
20042,2.0,4.0,4.1,8,1,7.0,1
20043,2.0,2.0,2.3,8,1,7.0,1
20044,2.0,1.0,1.1,8,1,7.0,1
20045,2.0,4.0,4.1,8,1,7.0,1
20046,2.0,1.0,1.1,8,1,7.0,1
20047,2.0,3.0,3.1,8,1,7.0,1
20048,2.0,1.0,1.2,8,1,7.0,1
20049,5.0,1.0,1.3,8,1,7.0,1
20050,5.0,1.0,1.2,8,1,7.0,1
20051,1.0,3.0,3.1,8,1,7.0,1
20052,5.0,4.0,4.2,8,1,7.0,1
20053,5.0,1.0,1.1,8,0,7.0,1
20054,5.0,1.0,1.1,8,1,7.0,1
20055,5.0,1.0,1.3,8,1,7.0,1
20056,5.0,3.0,3.1,8,1,7.0,1
20057,5.0,2.0,2.3,8,1,7.0,1
20058,2.0,1.0,1.1,8,1,7.0,1
20059,2.0,3.0,3.1,8,0,7.0,1
20060,2.0,3.0,3.1,8,0,7.0,1
20061,2.0,2.0,2.2,8,1,7.0,1
20062,2.0,2.0,2.6,8,1,7.0,1
20063,10.0,3.0,3.2,8,1,7.0,1
20064,1.0,1.0,1.4,8,1,7.0,1
20065,2.0,1.0,1.1,8,1,7.0,1
20066,10.0,1.0,1.1,8,0,7.0,1
20067,10.0,1.0,1.1,8,1,7.0,1
20068,10.0,3.0,3.2,8,1,7.0,1
20069,5.0,1.0,1.2,8,1,7.0,1
20070,2.0,2.0,2.2,8,1,7.0,1
20071,1.0,4.0,4.1,8,1,7.0,1
20072,5.0,1.0,1.3,8,1,7.0,1
20073,1.0,2.0,2.2,8,1,7.0,1
20074,2.0,1.0,1.2,8,1,7.0,1
20075,5.0,3.0,3.3,8,1,7.0,1
20076,2.0,1.0,1.4,8,1,7.0,1
20077,5.0,3.0,3.2,8,1,7.0,1
20078,1.0,3.0,3.1,8,1,7.0,1
20079,1.0,2.0,2.3,8,1,7.0,1
20080,1.0,2.0,2.3,8,0,7.0,1
20081,2.0,1.0,1.2,8,1,7.0,1
20082,1.0,2.0,2.3,8,1,7.0,1
20083,2.0,1.0,1.1,8,1,7.0,1
20084,5.0,1.0,1.1,8,1,7.0,1
20085,5.0,1.0,1.3,8,0,7.0,1
20086,5.0,1.0,1.1,8,0,7.0,1
20087,5.0,2.0,2.5,8,1,7.0,1
20088,5.0,2.0,2.3,8,1,7.0,1
20089,10.0,4.0,4.2,8,1,7.0,1
20090,10.0,1.0,1.2,8,1,7.0,1
20091,2.0,1.0,1.1,8,1,7.0,1
20092,1.0,3.0,3.1,8,1,7.0,1
20093,5.0,2.0,2.3,8,1,7.0,1
20094,5.0,1.0,1.1,8,1,7.0,1
20095,2.0,4.0,4.1,8,1,7.0,1
20096,1.0,3.0,3.1,8,1,7.0,1
20097,10.0,1.0,1.1,8,1,7.0,1
20098,2.0,1.0,1.2,8,1,7.0,1
20099,2.0,1.0,1.1,8,1,7.0,1
20100,5.0,4.0,4.1,8,1,7.0,1
20101,5.0,3.0,3.2,8,1,7.0,1
20102,5.0,3.0,3.3,8,0,7.0,1
20103,5.0,1.0,1.3,8,0,7.0,1
20104,2.0,1.0,1.2,8,1,7.0,1
20105,5.0,4.0,4.1,8,0,7.0,1
20106,5.0,3.0,3.1,8,1,7.0,1
20107,2.0,4.0,4.1,8,1,7.0,1
20108,5.0,1.0,1.1,8,1,7.0,1
20109,5.0,1.0,1.2,8,1,7.0,1
20110,2.0,4.0,4.1,8,1,7.0,1
20111,5.0,4.0,4.1,8,1,7.0,1
20112,2.0,2.0,2.5,8,1,7.0,1
20113,5.0,5.0,5.2,8,1,7.0,1
20114,5.0,1.0,1.2,8,1,7.0,1
20115,2.0,3.0,3.3,8,1,7.0,1
20116,2.0,4.0,4.1,8,1,7.0,1
20117,5.0,3.0,3.2,8,1,7.0,1
20118,2.0,4.0,4.1,8,1,7.0,1
20119,10.0,1.0,1.2,8,1,7.0,1
20120,1.0,4.0,4.1,8,1,7.0,1
20121,5.0,1.0,1.2,8,1,7.0,1
20122,25.0,5.0,5.2,8,1,7.0,1
20123,5.0,2.0,2.3,8,1,7.0,1
20124,10.0,3.0,3.2,8,1,7.0,1
20125,10.0,1.0,1.1,8,1,7.0,1
20126,10.0,1.0,1.1,8,1,7.0,1
20127,5.0,2.0,2.3,8,1,7.0,1
20128,5.0,1.0,1.2,8,0,7.0,1
20129,10.0,3.0,3.2,8,0,7.0,1
20130,10.0,1.0,1.6,8,0,7.0,1
20131,25.0,5.0,5.2,8,1,7.0,1
20132,10.0,4.0,4.1,8,1,7.0,1
20133,2.0,1.0,1.1,8,1,7.0,1
20134,10.0,3.0,3.2,8,1,7.0,1
20135,5.0,1.0,1.2,8,1,7.0,1
20136,2.0,1.0,1.4,8,1,7.0,1
20137,5.0,1.0,1.3,8,1,7.0,1
20138,5.0,2.0,2.3,8,1,7.0,1
20139,2.0,1.0,1.1,8,0,7.0,1
20140,2.0,1.0,1.1,8,0,7.0,1
20141,2.0,4.0,4.3,8,0,7.0,1
20142,2.0,1.0,1.4,8,1,7.0,1
20143,2.0,1.0,1.3,8,1,7.0,1
20144,10.0,3.0,3.2,8,1,7.0,1
20145,5.0,3.0,3.2,8,1,7.0,1
20146,2.0,2.0,2.2,8,1,7.0,1
20147,2.0,2.0,2.1,8,1,7.0,1
20148,10.0,3.0,3.2,8,1,7.0,1
20149,2.0,1.0,1.1,8,1,7.0,1
20150,2.0,3.0,3.1,8,0,7.0,1
20151,10.0,3.0,3.1,8,1,7.0,1
20152,5.0,1.0,1.2,8,1,7.0,1
20153,2.0,4.0,4.1,8,1,7.0,1
20154,10.0,1.0,1.1,8,1,7.0,1
20155,2.0,4.0,4.1,8,1,7.0,1
20156,2.0,4.0,4.1,8,1,7.0,1
20157,1.0,2.0,2.3,8,1,7.0,1
20158,1.0,4.0,4.1,8,1,7.0,1
20159,2.0,1.0,1.1,8,1,7.0,1
20160,2.0,4.0,4.1,8,1,7.0,1
20161,2.0,1.0,1.1,8,1,7.0,1
20162,2.0,1.0,1.1,8,1,7.0,1
20163,2.0,4.0,4.1,8,1,7.0,1
20164,0.1,1.0,1.1,8,1,7.0,1
20165,0.1,3.0,3.3,8,1,7.0,1
20166,0.1,1.0,1.5,8,1,7.0,1
20167,2.0,1.0,1.3,8,1,7.0,1
20168,2.0,2.0,2.1,8,1,7.0,1
20169,5.0,4.0,4.1,8,1,7.0,1
20170,1.0,2.0,2.3,8,1,7.0,1
20171,1.0,3.0,3.1,8,1,7.0,1
20172,2.0,2.0,2.6,8,1,7.0,1
20173,2.0,3.0,3.1,8,0,7.0,1
20174,10.0,3.0,3.2,8,1,7.0,1
20175,2.0,1.0,1.1,8,1,7.0,1
20176,0.1,4.0,4.1,8,1,7.0,1
20177,2.0,2.0,2.1,8,1,7.0,1
20178,1.0,4.0,4.4,8,1,7.0,1
20179,2.0,4.0,4.1,8,1,7.0,1
20180,2.0,1.0,1.3,8,1,7.0,1
20181,5.0,4.0,4.1,8,1,7.0,1
20182,2.0,4.0,4.1,8,1,7.0,1
20183,0.1,4.0,4.1,8,0,7.0,1
20184,0.1,4.0,4.1,8,1,7.0,1
20185,5.0,1.0,1.3,8,1,7.0,1
20186,5.0,2.0,2.3,8,1,7.0,1
20187,2.0,4.0,4.1,8,1,7.0,1
20188,5.0,2.0,2.5,8,1,7.0,1
20189,2.0,2.0,2.1,8,1,7.0,1
20190,5.0,2.0,2.3,8,1,7.0,1
20191,1.0,4.0,4.1,8,0,7.0,1
20192,5.0,2.0,2.1,8,1,7.0,1
20193,1.0,4.0,4.1,8,0,7.0,1
20194,0.1,4.0,4.1,8,0,7.0,1
20195,1.0,2.0,2.3,8,1,7.0,1
20196,1.0,1.0,1.1,8,1,7.0,1
20197,5.0,1.0,1.2,8,1,7.0,1
20198,5.0,3.0,3.3,8,0,7.0,1
20199,2.0,4.0,4.4,8,1,7.0,1
20200,0.1,4.0,4.1,8,1,7.0,1
20201,2.0,4.0,4.1,8,1,7.0,1
20202,2.0,4.0,4.1,8,1,7.0,1
20203,1.0,4.0,4.1,8,1,7.0,1
20204,2.0,4.0,4.1,8,1,7.0,1
20205,1.0,4.0,4.1,8,1,7.0,1
20206,1.0,2.0,2.3,8,1,7.0,1
20207,2.0,1.0,1.2,8,1,7.0,1
20208,10.0,3.0,3.2,8,1,7.0,1
20209,1.0,3.0,3.1,8,1,7.0,1
20210,2.0,1.0,1.1,8,1,7.0,1
20211,2.0,4.0,4.1,8,1,7.0,1
20212,2.0,2.0,2.1,8,1,7.0,1
20213,2.0,4.0,4.1,8,1,7.0,1
20214,2.0,4.0,4.1,8,1,7.0,1
20215,5.0,5.0,4.3,8,1,7.0,1
20216,2.0,2.0,2.1,8,1,7.0,1
20217,2.0,4.0,4.1,8,1,7.0,1
20218,2.0,4.0,4.1,8,1,7.0,1
20219,5.0,3.0,3.2,8,1,7.0,1
20220,2.0,4.0,4.1,8,1,7.0,1
20221,5.0,1.0,1.3,8,1,7.0,1
20222,2.0,2.0,2.1,8,1,7.0,1
20223,1.0,4.0,4.1,8,1,7.0,1
20224,1.0,3.0,3.1,8,0,7.0,1
20225,10.0,3.0,3.2,8,1,7.0,1
20226,2.0,1.0,1.1,8,1,7.0,1
20227,2.0,1.0,1.1,8,1,7.0,1
20228,2.0,3.0,3.1,8,1,7.0,1
20229,2.0,3.0,3.1,8,1,7.0,1
20230,0.1,4.0,4.1,8,1,7.0,1
20231,2.0,4.0,4.1,8,1,7.0,1
20232,1.0,4.0,4.1,8,1,7.0,1
20233,2.0,2.0,2.5,8,1,7.0,1
20234,0.1,4.0,4.1,8,0,7.0,1
20235,5.0,1.0,1.3,8,0,7.0,1
20236,1.0,4.0,4.1,8,1,7.0,1
20237,2.0,4.0,4.2,8,1,7.0,1
20238,1.0,2.0,2.3,8,1,7.0,1
20239,0.1,1.0,1.4,8,1,7.0,1
20240,2.0,1.0,1.2,8,1,7.0,1
20241,2.0,1.0,1.1,8,1,7.0,1
20242,1.0,3.0,3.1,8,1,7.0,1
20243,1.0,2.0,2.3,8,1,7.0,1
20244,1.0,1.0,1.1,8,1,7.0,1
20245,1.0,2.0,2.3,8,1,7.0,1
20246,2.0,1.0,1.1,8,0,7.0,1
20247,2.0,1.0,1.2,8,1,7.0,1
20248,0.1,1.0,1.1,8,0,7.0,1
20249,1.0,2.0,2.3,8,1,7.0,1
20250,2.0,1.0,1.1,8,1,7.0,1
20251,2.0,1.0,1.2,8,1,7.0,1
20252,5.0,1.0,1.2,8,1,7.0,1
20253,5.0,1.0,1.4,8,0,7.0,1
20254,2.0,4.0,4.1,8,1,7.0,1
20255,2.0,2.0,2.1,8,0,7.0,1
20256,0.1,4.0,4.1,8,0,7.0,1
20257,10.0,1.0,1.2,8,1,7.0,1
20258,1.0,4.0,4.1,8,1,7.0,1
20259,1.0,3.0,3.1,8,1,7.0,1
20260,2.0,1.0,1.3,8,1,7.0,1
20261,2.0,4.0,4.4,8,1,7.0,1
20262,5.0,3.0,3.2,8,1,7.0,1
20263,1.0,1.0,1.4,8,1,7.0,1
20264,1.0,4.0,4.1,8,1,7.0,1
20265,1.0,3.0,3.1,8,1,7.0,1
20266,0.1,3.0,3.3,8,1,7.0,1
20267,2.0,2.0,2.2,8,1,7.0,1
20268,2.0,3.0,3.2,8,1,7.0,1
20269,0.1,1.0,1.4,8,1,7.0,1
20270,2.0,2.0,2.1,8,1,7.0,1
20271,2.0,1.0,1.2,8,1,7.0,1
20272,1.0,4.0,4.1,8,1,7.0,1
20273,10.0,1.0,1.2,8,1,7.0,1
20274,2.0,4.0,4.1,8,1,7.0,1
20275,2.0,2.0,2.6,8,1,7.0,1
20276,2.0,4.0,4.3,8,1,7.0,1
20277,1.0,3.0,3.1,8,1,7.0,1
20278,1.0,4.0,4.1,8,1,7.0,1
20279,0.1,2.0,2.2,8,1,7.0,1
20280,0.1,4.0,4.1,8,1,7.0,1
20281,1.0,3.0,3.1,8,1,7.0,1
20282,2.0,2.0,2.1,8,1,7.0,1
20283,5.0,3.0,3.1,8,1,7.0,1
20284,1.0,2.0,2.3,8,1,7.0,1
20285,5.0,4.0,4.1,8,0,7.0,1
20286,100.0,5.0,5.2,8,1,7.0,1
20287,5.0,1.0,1.3,8,1,7.0,1
20288,1.0,4.0,4.1,8,1,7.0,1
20289,0.1,4.0,4.1,8,0,7.0,1
20290,2.0,2.0,2.7,8,0,7.0,1
20291,1.0,3.0,3.1,8,1,7.0,1
20292,5.0,1.0,1.1,8,1,7.0,1
20293,1.0,2.0,2.3,8,1,7.0,1
20294,0.1,1.0,1.4,8,1,7.0,1
20295,2.0,1.0,1.1,8,1,7.0,1
20296,5.0,1.0,1.3,8,1,7.0,1
20297,100.0,5.0,5.2,8,1,7.0,1
20298,5.0,1.0,1.1,8,1,7.0,1
20299,10.0,3.0,3.2,8,1,7.0,1
20300,2.0,4.0,4.1,8,1,7.0,1
20301,5.0,3.0,3.1,8,1,7.0,1
20302,2.0,2.0,2.3,8,1,7.0,1
20303,2.0,2.0,2.3,8,1,7.0,1
20304,5.0,1.0,1.1,8,0,7.0,1
20305,5.0,1.0,1.3,8,0,7.0,1
20306,1.0,3.0,3.1,8,1,7.0,1
20307,2.0,1.0,1.1,8,1,7.0,1
20308,5.0,1.0,1.2,8,1,7.0,1
20309,1.0,3.0,3.1,8,1,7.0,1
20310,1.0,2.0,2.3,8,1,7.0,1
20311,1.0,2.0,2.3,8,1,7.0,1
20312,5.0,3.0,3.2,8,1,7.0,1
20313,1.0,2.0,2.1,8,1,7.0,1
20314,1.0,4.0,4.1,8,1,7.0,1
20315,1.0,3.0,3.1,8,1,7.0,1
20316,2.0,4.0,4.1,8,1,7.0,1
20317,1.0,3.0,3.1,8,1,7.0,1
20318,2.0,4.0,4.1,8,1,7.0,1
20319,2.0,1.0,1.2,8,1,7.0,1
20320,1.0,2.0,2.3,8,1,7.0,1
20321,1.0,3.0,3.1,8,1,7.0,1
20322,2.0,2.0,2.2,8,1,7.0,1
20323,10.0,3.0,3.2,8,1,7.0,1
20324,5.0,1.0,1.2,8,1,7.0,1
20325,2.0,4.0,4.1,8,1,7.0,1
20326,5.0,3.0,3.1,8,1,7.0,1
20327,5.0,1.0,1.1,8,0,7.0,1
20328,5.0,1.0,1.2,8,1,7.0,1
20329,2.0,2.0,2.3,8,1,7.0,1
20330,2.0,1.0,1.1,8,0,7.0,1
20331,2.0,3.0,3.1,8,0,7.0,1
20332,5.0,3.0,3.2,8,1,7.0,1
20333,5.0,1.0,1.2,8,1,7.0,1
20334,2.0,4.0,4.1,8,1,7.0,1
20335,2.0,3.0,3.1,8,1,7.0,1
20336,2.0,4.0,4.1,8,1,7.0,1
20337,10.0,3.0,3.2,8,0,7.0,1
20338,2.0,1.0,1.1,8,0,7.0,1
20339,2.0,1.0,1.3,8,1,7.0,1
20340,10.0,3.0,3.2,8,0,7.0,1
20341,5.0,1.0,1.1,8,1,7.0,1
20342,5.0,2.0,2.4,8,1,7.0,1
20343,2.0,1.0,1.1,8,1,7.0,1
20344,2.0,4.0,4.1,8,1,7.0,1
20345,5.0,3.0,3.2,8,1,7.0,1
20346,5.0,1.0,1.2,8,1,7.0,1
20347,5.0,3.0,3.2,8,1,7.0,1
20348,10.0,3.0,3.2,8,1,7.0,1
20349,2.0,1.0,1.1,8,1,7.0,1
20350,2.0,3.0,3.1,8,0,7.0,1
20351,2.0,2.0,2.2,8,0,7.0,1
20352,5.0,1.0,1.1,8,1,7.0,1
20353,2.0,4.0,4.1,8,1,7.0,1
20354,10.0,1.0,1.2,8,1,7.0,1
